"auc","item","ownerRealm","bid","buyout","quantity","timeLeft","rand","seed","context","itemname","itemclass","vendorprice"
"1546615427","168652","Blade's Edge","10231200","10440000","1","VERY_LONG","0","0","0","Greater Flask of Endless Fathoms","0","2500"
"1546484373","152510","Eonar","109990150","110000000","100","MEDIUM","0","0","0","Anchor Weed","7","1"
"1545829242","82800","Eonar","221201","243202","1","LONG","0","0","0","Pet Cage","17","0"
"1546943476","168645","Vek'nilash","7205","7612","11","VERY_LONG","0","0","0","Moist Fillet","7","50"
"1546943450","82800","Eonar","73500000","75000000","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546679296","42459","Eonar","80150","195000","1","LONG","0","0","0","Glyph of Felguard","16","100"
"1546679304","42459","Eonar","80150","195000","1","LONG","0","0","0","Glyph of Felguard","16","100"
"1546679409","167997","Vek'nilash","40906911","49285436","1","VERY_LONG","0","0","13","Notorious Combatant's Stormsteel Destroyer","2","1257188"
"1546679413","164680","Vek'nilash","60857158","76071448","1","VERY_LONG","0","0","13","Sinister Combatant's Discombobulator","2","1026455"
"1546679421","7957","Vek'nilash","20262353","21555695","1","VERY_LONG","0","0","0","Bronze Greatsword","2","3676"
"1546679392","14046","Vek'nilash","5588140","5588140","1","VERY_LONG","0","0","0","Runecloth Bag","1","5000"
"1546679393","14046","Vek'nilash","5588140","5588140","1","VERY_LONG","0","0","0","Runecloth Bag","1","5000"
"1546679394","14046","Vek'nilash","5588140","5588140","1","VERY_LONG","0","0","0","Runecloth Bag","1","5000"
"1546679395","14046","Vek'nilash","5588140","5588140","1","VERY_LONG","0","0","0","Runecloth Bag","1","5000"
"1546679396","116259","Vek'nilash","4605998","4899998","1","VERY_LONG","0","0","0","Burnished Leather Bag","1","0"
"1546679397","167997","Vek'nilash","55305194","66632764","1","VERY_LONG","0","0","13","Notorious Combatant's Stormsteel Destroyer","2","1257188"
"1546679398","161927","Vek'nilash","10000000","10000000","1","VERY_LONG","0","0","13","Enchanter's Sorcerous Scepter","2","899149"
"1546679399","161927","Vek'nilash","10000000","10000000","1","VERY_LONG","0","0","13","Enchanter's Sorcerous Scepter","2","899149"
"1546679400","167975","Vek'nilash","81563351","86769523","1","VERY_LONG","0","0","13","Notorious Combatant's Polearm","2","1343482"
"1546679401","18282","Vek'nilash","236854662","251973045","1","VERY_LONG","0","0","0","Core Marksman Rifle","2","114664"
"1546679405","59462","Vek'nilash","61109305","65009899","1","VERY_LONG","0","0","0","Maimgor's Bite","2","970632"
"1546679386","10051","Vek'nilash","142139","142139","1","VERY_LONG","0","0","0","Red Mageweave Bag","1","2500"
"1546679387","10051","Vek'nilash","142139","142139","1","VERY_LONG","0","0","0","Red Mageweave Bag","1","2500"
"1546679389","14046","Vek'nilash","5588140","5588140","1","VERY_LONG","0","0","0","Runecloth Bag","1","5000"
"1546810463","82800","Eonar","378784000","398720000","1","LONG","0","0","0","Pet Cage","17","0"
"1546679390","14046","Vek'nilash","5588140","5588140","1","VERY_LONG","0","0","0","Runecloth Bag","1","5000"
"1546679391","14046","Vek'nilash","5588140","5588140","1","VERY_LONG","0","0","0","Runecloth Bag","1","5000"
"1546941591","82800","Vek'nilash","552288","628533","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546679426","167940","Vek'nilash","23274999","23274999","1","LONG","0","0","13","Notorious Combatant's Discombobulator","2","990027"
"1546679429","12784","Vek'nilash","483546960","514411660","1","VERY_LONG","0","0","0","Arcanite Reaper","2","81641"
"1546679433","4372","Vek'nilash","25580286","27213071","1","VERY_LONG","0","0","0","Lovingly Crafted Boomstick","2","3000"
"1546810508","82800","Blade's Edge","16039819","16884020","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1546810608","114821","Blade's Edge","7590499","7989999","1","VERY_LONG","0","0","0","Hexweave Bag","1","15387"
"1546810612","90479","Blade's Edge","465815641","490332254","1","VERY_LONG","0","0","23","Windwool Hood","4","62028"
"1546810616","82397","Blade's Edge","28349175","29841237","1","VERY_LONG","0","0","23","Windwool Hood","4","46951"
"1546810623","36158","Blade's Edge","10764694","11331257","1","VERY_LONG","0","0","0","Wendigo Gloves","4","30411"
"1546810620","36053","Blade's Edge","6545569","6890073","1","VERY_LONG","0","0","36","Vizier Robe","4","92311"
"1546810621","7109","Blade's Edge","36584002","38509476","1","VERY_LONG","0","0","54","Pioneer Buckler","4","74"
"1546810599","128316","Blade's Edge","1899997","1999997","1","VERY_LONG","0","0","31","Bulging Barrel of Oil","15","0"
"1546941667","160053","Vek'nilash","6988168","7144720","11","VERY_LONG","0","0","0","Battle-Scarred Augment Rune","0","112752"
"1546810603","114821","Blade's Edge","7590499","7989999","1","VERY_LONG","0","0","0","Hexweave Bag","1","15387"
"1545696561","161919","Vek'nilash","10000000","10000000","1","MEDIUM","0","0","13","Stormsteel Dagger","2","697814"
"1546810656","47630","Blade's Edge","21207693","22323888","1","VERY_LONG","0","0","0","Pattern: Crusader's Dragonscale Breastplate","9","25000"
"1546810663","160053","Eonar","1225710","1361900","1","VERY_LONG","0","0","0","Battle-Scarred Augment Rune","0","112752"
"1546810664","160053","Eonar","1225710","1361900","1","VERY_LONG","0","0","0","Battle-Scarred Augment Rune","0","112752"
"1546810642","36278","Blade's Edge","15869990","16705253","1","VERY_LONG","0","0","0","Spiderlord Gauntlets","4","46254"
"1546810643","36046","Blade's Edge","4841075","5095869","1","VERY_LONG","0","0","0","Crystalsong Gloves","4","30525"
"1546810641","36158","Blade's Edge","10764694","11331257","1","VERY_LONG","0","0","0","Wendigo Gloves","4","30411"
"1546810646","6575","Blade's Edge","4734311","4983486","1","VERY_LONG","0","0","30","Defender Cloak","4","753"
"1546810647","41252","Blade's Edge","20533873","21614604","1","VERY_LONG","0","0","0","Red Workman's Shirt","4","1000"
"1546810644","7544","Blade's Edge","18818172","19808603","1","VERY_LONG","0","0","54","Champion's Cape","4","7505"
"1546810645","7462","Blade's Edge","6799876","7157765","1","VERY_LONG","0","0","1","Knight's Girdle","4","3147"
"1546810650","44691","Blade's Edge","22915922","24122024","1","VERY_LONG","0","0","0","Aotona's Collar","4","51189"
"1546810651","6057","Blade's Edge","7988019","8408442","1","VERY_LONG","0","0","14","Recipe: Nature Protection Potion","9","500"
"1546810648","10384","Blade's Edge","49313151","51908580","1","VERY_LONG","0","0","0","Hyperion Armor","4","33405"
"1546810649","24728","Blade's Edge","18664126","19646449","1","VERY_LONG","0","0","36","Dementia Gloves","4","19624"
"1546810654","18650","Blade's Edge","45986775","48407132","1","VERY_LONG","0","0","14","Schematic: EZ-Thro Dynamite II","9","1250"
"1546810655","41788","Blade's Edge","55989192","58935992","1","VERY_LONG","0","0","0","Design: Beaming Earthsiege Diamond","9","80000"
"1546810652","47622","Blade's Edge","37187897","39145155","1","VERY_LONG","0","0","0","Plans: Breastplate of the White Knight","9","25000"
"1546810653","47623","Blade's Edge","24739698","26041788","1","VERY_LONG","0","0","0","Plans: Saronite Swordbreakers","9","25000"
"1546810626","36051","Blade's Edge","5463598","5751156","1","VERY_LONG","0","0","3","Vizier Sash","4","44911"
"1546810627","9920","Blade's Edge","17908556","18851112","1","VERY_LONG","0","0","54","Tracker's Gloves","4","5239"
"1546810624","31306","Blade's Edge","9661377","10169871","1","VERY_LONG","0","0","0","Leggings of the Sacred Crest","4","52714"
"1546810625","167977","Blade's Edge","64801951","68212580","1","VERY_LONG","0","0","13","Notorious Combatant's Satin Belt","4","354061"
"1546810631","36047","Blade's Edge","8236442","8669939","1","VERY_LONG","0","0","3","Crystalsong Crown","4","45611"
"1546810628","68757","Blade's Edge","17227573","18134288","1","VERY_LONG","0","0","54","Imbued Pioneer Gloves","4","111"
"1546810629","15665","Blade's Edge","34999700","36841790","1","VERY_LONG","0","0","0","Impenetrable Legguards","4","35609"
"1546810634","36063","Blade's Edge","19808882","20851455","1","VERY_LONG","0","0","0","Coldwraith Cowl","4","64896"
"1546810635","44211","Blade's Edge","14644818","15415598","1","VERY_LONG","0","0","0","Frostwoven Gloves","4","12877"
"1546810632","90479","Blade's Edge","465815641","490332254","1","VERY_LONG","0","0","23","Windwool Hood","4","62028"
"1546810633","13111","Blade's Edge","8774312","9236118","1","VERY_LONG","0","0","0","Sandals of the Insurgent","4","19554"
"1546810639","36065","Blade's Edge","11007080","11586401","1","VERY_LONG","0","0","0","Coldwraith Mantle","4","65381"
"1546810636","45468","Blade's Edge","9413799","9909263","1","VERY_LONG","0","0","3","Leggings of Lost Love","4","119297"
"1546810637","36160","Blade's Edge","19955026","21005291","1","VERY_LONG","0","0","0","Wendigo Legguards","4","60931"
"1545696609","161919","Vek'nilash","10000000","10000000","1","MEDIUM","0","0","13","Stormsteel Dagger","2","697814"
"1546810738","106739","Blade's Edge","34341041","36148465","1","VERY_LONG","0","0","29","Dark Star Handwraps","4","95529"
"1546286443","36181","Eonar","14112394","14855152","1","VERY_LONG","0","0","27","Garmaul Chestpiece","4","51732"
"1546810739","10142","Blade's Edge","9024708","9499693","1","VERY_LONG","0","0","2","High Councillor's Mantle","4","25393"
"1546286440","106532","Eonar","19540879","20569347","1","VERY_LONG","0","0","29","Daggerjaw Boots","4","115973"
"1546810736","90589","Blade's Edge","156966744","165228152","1","VERY_LONG","0","0","0","Dirl's Drafty Drape","4","575724"
"1546286441","15566","Eonar","23598247","24840260","1","VERY_LONG","0","0","54","Marauder's Bracers","4","2556"
"1546810737","7109","Blade's Edge","36584002","38509476","1","VERY_LONG","0","0","26","Pioneer Buckler","4","74"
"1545827687","8320","Eonar","11093521","11093521","1","LONG","0","0","43","Alabaster Shield","4","23417"
"1546286446","15569","Eonar","19844777","20889239","1","VERY_LONG","0","0","54","Marauder's Crest","4","7162"
"1546810742","41248","Blade's Edge","19017733","20018667","1","VERY_LONG","0","0","0","Red Lumberjack Shirt","4","1000"
"1546810743","41248","Blade's Edge","19017733","20018667","1","VERY_LONG","0","0","0","Red Lumberjack Shirt","4","1000"
"1546810740","7447","Blade's Edge","21381596","22506944","1","VERY_LONG","0","0","36","Sentinel Bracers","4","2913"
"1545827684","14181","Eonar","80081723","80081723","1","LONG","0","0","0","Watcher's Handwraps","4","1365"
"1546810741","24943","Blade's Edge","50436374","53090921","1","VERY_LONG","0","0","28","Bloodscale Sabatons","4","29498"
"1545827691","36229","Eonar","57182035","57182035","1","LONG","0","0","0","Trapper Chain Vest","4","54482"
"1546810746","9815","Blade's Edge","8226303","8659267","1","VERY_LONG","0","0","54","Fortified Leggings","4","1941"
"1546286435","36105","Eonar","34775333","36605614","1","VERY_LONG","0","0","36","Caribou Shoulders","4","40448"
"1546810747","10389","Blade's Edge","7723014","7947112","1","VERY_LONG","0","0","0","Hyperion Legplates","4","34044"
"1546286432","14549","Eonar","52386371","55143549","1","VERY_LONG","0","0","54","Boots of Avoidance","4","13637"
"1546810744","9896","Blade's Edge","8409818","8852441","1","VERY_LONG","0","0","54","Jazeraint Bracers","4","3418"
"1546286433","36463","Eonar","22005952","23164160","1","VERY_LONG","0","0","36","Polished Orb","4","46140"
"1546810745","68757","Blade's Edge","17227573","18134288","1","VERY_LONG","0","0","54","Imbued Pioneer Gloves","4","111"
"1546286438","15628","Eonar","29336682","30880718","1","VERY_LONG","0","0","54","Gryphon Mail Pauldrons","4","11095"
"1546810750","36457","Blade's Edge","25616652","26964897","1","VERY_LONG","0","0","0","Ivory Shield","4","79887"
"1545827694","54503","Eonar","152215418","152215418","1","LONG","0","0","0","Dreamless Belt","4","47676"
"1546286439","14409","Eonar","104274067","109762176","1","VERY_LONG","0","0","54","Stonecloth Cape","4","2982"
"1546810751","1203","Blade's Edge","39028461","41082591","1","VERY_LONG","0","0","0","Aegis of Stormwind","4","23505"
"1546286436","36329","Eonar","48685466","51247859","1","VERY_LONG","0","0","36","Halgrind Epaulets","4","40156"
"1546810748","15192","Blade's Edge","9425302","9921371","1","VERY_LONG","0","0","0","Grand Gauntlets","4","17843"
"1545827692","7469","Eonar","3064864","3064864","1","LONG","0","0","53","Regal Leggings","4","10997"
"1546810749","163966","Blade's Edge","94990499","99989999","1","VERY_LONG","0","0","54","Miss Miggi's Towering Spire","4","630743"
"1545827697","24807","Eonar","27835523","27835523","1","LONG","0","0","0","Unyielding Footwraps","4","27644"
"1546810720","82800","Blade's Edge","40127998","42239998","1","VERY_LONG","0","0","0","Pet Cage","17","0"
"1545827696","69945","Eonar","162976380","162976380","1","LONG","0","0","0","Don Tayo's Inferno Mittens","4","98256"
"1546810726","36177","Blade's Edge","27208000","28640001","1","VERY_LONG","0","0","0","Geist Shoulders","4","65135"
"1545827702","118822","Eonar","34589197","34589197","1","LONG","0","0","29","Kitsy's Knickers","4","257593"
"1546810727","10219","Blade's Edge","5790766","6095544","1","VERY_LONG","0","0","0","Elegant Circlet","4","25092"
"1545827701","14951","Eonar","66794506","66794506","1","LONG","0","0","1","Bloodforged Sabatons","4","10309"
"1546810724","128311","Blade's Edge","5458936","5746249","1","VERY_LONG","0","0","31","Coalfist Gronnling","15","0"
"1546810725","128311","Blade's Edge","5458936","5746249","1","VERY_LONG","0","0","31","Coalfist Gronnling","15","0"
"1545827707","36404","Eonar","40881228","40881228","1","LONG","0","0","0","Suede Cloak","4","37304"
"1546810730","14917","Blade's Edge","49805941","52427307","1","VERY_LONG","0","0","1","Jade Gauntlets","4","6920"
"1546810731","114813","Blade's Edge","89226606","93922744","1","VERY_LONG","0","0","13","Hexweave Robe","4","366942"
"1546810728","7536","Blade's Edge","38819117","40862229","1","VERY_LONG","0","0","42","Champion's Wall Shield","4","13048"
"1546810729","13030","Blade's Edge","39353885","41425143","1","VERY_LONG","0","0","0","Basilisk Bone","4","18266"
"1545827711","36380","Eonar","5867663","5867663","1","LONG","0","0","36","Golem Sabatons","4","44595"
"1546810734","10080","Blade's Edge","7302820","7687179","1","VERY_LONG","0","0","54","Lord's Gauntlets","4","8588"
"1546810735","24798","Blade's Edge","5647072","5944287","1","VERY_LONG","0","0","0","Dragonhawk Belt","4","24924"
"1546941801","152506","Vek'nilash","1415050","1508429","13","VERY_LONG","0","0","0","Star Moss","7","1"
"1545827709","13071","Eonar","13733653","13733653","1","LONG","0","0","53","Plated Fist of Hakoo","4","7148"
"1546810732","121041","Blade's Edge","31086514","32722647","1","VERY_LONG","0","0","0","Faronaar Chain Bracers","4","133091"
"1546286414","14247","Eonar","25189705","26515479","1","VERY_LONG","0","0","54","Lunar Mantle","4","7803"
"1546286415","4069","Eonar","59738793","62882941","1","VERY_LONG","0","0","54","Blackforge Buckler","4","11900"
"1546286413","36455","Eonar","17493803","18414530","1","VERY_LONG","0","0","0","Plated Bulwark","4","54131"
"1546548548","152549","Blade's Edge","2050000","2200000","10","LONG","0","0","0","Redtail Loach","7","625"
"1546548549","152549","Blade's Edge","2050000","2200000","10","LONG","0","0","0","Redtail Loach","7","625"
"1546548546","152549","Blade's Edge","2050000","2200000","10","LONG","0","0","0","Redtail Loach","7","625"
"1546548547","152549","Blade's Edge","2050000","2200000","10","LONG","0","0","0","Redtail Loach","7","625"
"1546548545","152549","Blade's Edge","2050000","2200000","10","LONG","0","0","0","Redtail Loach","7","625"
"1546286426","10275","Eonar","5958989","6272620","1","VERY_LONG","0","0","1","Emerald Breastplate","4","33916"
"1546286427","37817","Eonar","67055776","70585028","1","VERY_LONG","0","0","36","Branch of Sinful Reprieve","4","54967"
"1546286425","14225","Eonar","49210559","51800589","1","VERY_LONG","0","0","54","Geomancer's Wraps","4","8215"
"1546286431","14829","Eonar","43888782","46198718","1","VERY_LONG","0","0","54","Symbolic Legplates","4","8837"
"1546286428","121102","Eonar","11505982","12111560","1","VERY_LONG","0","0","0","Hillstride Vest","4","272617"
"1546286429","14300","Eonar","71200669","74948073","1","VERY_LONG","0","0","53","Bonecaster's Cape","4","13423"
"1545696601","161919","Vek'nilash","10000000","10000000","1","MEDIUM","0","0","13","Stormsteel Dagger","2","697814"
"1546286416","10273","Eonar","19884412","20930961","1","VERY_LONG","0","0","0","Masterwork Legplates","4","33662"
